time,open,high,low,close,Volume,MA,MA,MA,20w SMA,21w EMA,RSI,RSI-based MA,Upper Bollinger Band,Lower Bollinger Band,Regular Bullish,Regular Bullish Label,Regular Bearish,Regular Bearish Label
1254700800,0.00076392,0.00120045,0.00076392,0.00115338,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1255305600,0.00110205,0.00124491,0.00110205,0.00122546,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1255910400,0.00124799,0.00128808,0.00121062,0.00128808,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1256515200,0.00126622,0.00128455,0.00121911,0.00121911,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1257120000,0.00125614,0.00130618,0.00125614,0.00126048,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1257724800,0.00126048,0.00135534,0.00123576,0.00123576,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1258329600,0.00118912,0.00118912,0.00105922,0.00105922,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1258934400,0.00100038,0.00100038,0.00082926,0.00082926,0,NaN,0.00115884375,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1259539200,0.00082384,0.00082384,0.00073284,0.00073284,0,NaN,0.00110627625,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1260144000,0.00071822,0.00071822,0.00061788,0.00061788,0,NaN,0.00103032875,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1260748800,0.00061487,0.00063024,0.00061337,0.0006271,0,NaN,0.00094770625,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1261353600,0.0006271,0.0006334,0.0006271,0.0006334,0,NaN,0.0008744925,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1261958400,0.0006334,0.00071822,0.0006334,0.00071822,0,NaN,0.00080671,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1262563200,0.00071822,0.00071822,0.00071822,0.00071822,0,NaN,0.0007420174999999999,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1263168000,0.00071822,0.00283078,0.00071822,0.00280002,0,NaN,0.0009596175000000001,NaN,NaN,NaN,76.82016300842406,NaN,NaN,NaN,76.82016300842406,NaN,NaN,NaN
1263772800,0.00294594,0.00325203,0.00273583,0.00325203,0,NaN,0.00126246375,NaN,NaN,NaN,79.99274579931169,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1264377600,0.00325404,0.0033661,0.00318532,0.00329826,0,NaN,0.00158314125,NaN,NaN,NaN,80.28987982883098,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1264982400,0.00329674,0.00373511,0.00329674,0.00373511,0,NaN,0.001972795,NaN,NaN,NaN,82.87762774351113,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1265587200,0.00379478,0.00405351,0.00379478,0.00405351,0,NaN,0.00240109625,NaN,NaN,NaN,84.47728112957904,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1266192000,0.00414731,0.00466157,0.00414731,0.00466157,0,NaN,0.0029046175,NaN,0.0017559455000000002,NaN,86.97912490493049,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1266796800,0.0047061,0.00529801,0.0047061,0.00529801,0,NaN,0.0034770912499999997,NaN,0.001963177,0.0019246152380952381,88.98097393022309,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1267401600,0.00539695,0.00547226,0.00539695,0.00547226,0,NaN,0.00407134625,NaN,0.002175517,0.0022471283982683984,89.4588119606942,NaN,NaN,NaN,NaN,NaN,89.4588119606942,NaN
1271635200,0.003,0.003,0.003,0.003,0,NaN,0.00409634375,NaN,0.002261113,0.0023155712711530893,53.80696487261829,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1272240000,0.003,0.003,0.003,0.003,0,NaN,0.00406484,NaN,0.0023501575,0.0023777920646846267,53.80696487261829,NaN,NaN,NaN,53.80696487261829,NaN,NaN,NaN
1272844800,0.003,0.0043,0.003,0.0035,0,NaN,0.0040900575,NaN,0.0024621335,0.002479810967895115,57.755818513015015,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1273449600,0.0039,0.0044,0.0039,0.004,0,NaN,0.00412316875,NaN,0.0026003454999999997,0.0026180099708137407,61.31703951762491,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1274054400,0.0047,0.0049,0.0043,0.0045,0,NaN,0.00417898,NaN,0.0027723845,0.002789099973467037,64.53660334609015,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1274659200,0.0048,0.0048,0.0045,0.0045,0,NaN,0.00415878375,NaN,0.0029559215,0.0029446363395154882,64.53660334609015,73.25975734096868,NaN,NaN,NaN,NaN,NaN,NaN
1275868800,0.0046,0.005,0.0045,0.005,0,NaN,0.0041215324999999995,NaN,0.0031692794999999994,0.0031314875813777164,67.65842355262825,72.60534737984041,NaN,NaN,NaN,NaN,NaN,NaN
1276473600,0.005,0.005,0.005,0.005,0,NaN,0.004062499999999999,NaN,0.0033883854999999996,0.003301352346707015,67.65842355262825,71.72432436222016,NaN,NaN,NaN,NaN,NaN,NaN
1277078400,0.005,0.0054,0.0044,0.0044,0,NaN,0.0042375,NaN,0.0035770304999999994,0.0034012294060972864,60.274127457866356,70.29462776429412,NaN,NaN,60.274127457866356,NaN,NaN,NaN
1277683200,0.005,0.0068,0.0044,0.0068,0,NaN,0.0047125,NaN,0.0038853604999999998,0.003710208550997533,72.97826393437371,69.58753034935573,NaN,NaN,NaN,NaN,NaN,NaN
1278288000,0.0055,0.0084,0.0055,0.007,0,NaN,0.005149999999999999,NaN,0.0041994495,0.004009280500906849,73.73213979860407,68.82002025428609,NaN,NaN,NaN,NaN,NaN,NaN
1278892800,0.012,0.0925,0.01,0.08584,95.01,NaN,0.015380000000000003,NaN,0.008455538500000002,0.011448436819006227,97.95480799961132,69.60399761819185,NaN,NaN,NaN,NaN,97.95480799961132,NaN
1279497600,0.0909,0.09307,0.05049,0.0505,8021.3,NaN,0.021130000000000003,NaN,0.0108405375,0.014998578926369298,67.78197370809072,68.08978331661098,NaN,NaN,NaN,NaN,NaN,NaN
1280102400,0.05,0.0699,0.05,0.0611,26343.57,NaN,0.028205000000000004,NaN,0.013732936000000001,0.01918961720579027,70.69751261337672,66.74969050608829,NaN,NaN,NaN,NaN,NaN,NaN
1280707200,0.0625,0.065,0.057,0.0609,28163.53,NaN,0.0351925,NaN,0.016613023,0.022981470187082062,70.56775435119015,67.9468897545577,NaN,NaN,NaN,NaN,NaN,NaN
1281312000,0.06091,0.07541,0.0593,0.06529,43523.806,NaN,0.04272875,NaN,0.0196907675,0.026827700170074603,71.79160513068705,69.23150691584833,NaN,NaN,NaN,NaN,NaN,NaN
1281916800,0.06319,0.0769,0.0612,0.066,60904.877,NaN,0.05042875000000001,NaN,0.022788092000000003,0.030388818336431457,71.99443314950035,70.24855081845443,NaN,NaN,NaN,NaN,NaN,NaN
1282521600,0.066,0.06689,0.063,0.064,37465.517,NaN,0.057578750000000005,NaN,0.0257550135,0.03344438030584678,70.4575756520501,70.90144625662766,NaN,NaN,NaN,NaN,NaN,NaN
1283126400,0.0646,0.069,0.03211,0.0616,77047.737,NaN,0.06440375000000001,NaN,0.028570113,0.036003982096224345,68.5660605597154,71.18926462902947,NaN,NaN,NaN,NaN,NaN,NaN
1283731200,0.0627,0.065,0.06014,0.0615,21928.912,NaN,0.061361250000000006,NaN,0.031371500000000004,0.038321801905658495,68.48356284784599,71.4711903077263,NaN,NaN,NaN,NaN,NaN,NaN
1284336000,0.062,0.175,0.05761,0.0627,55679.773,NaN,0.06288625,NaN,0.0343565,0.04053800173241681,68.96610463272145,71.56459609916155,NaN,NaN,NaN,NaN,NaN,NaN
1284940800,0.0621,0.0634,0.06147,0.062,62004.616,NaN,0.06299875,NaN,0.037306500000000006,0.042489092484015285,68.3090858859692,71.61107198011447,NaN,NaN,NaN,NaN,NaN,NaN
1285545600,0.06205,0.06271,0.061,0.06111,71180.885,NaN,0.063025,NaN,0.040187,0.04418190225819572,67.42951918822777,72.122171389426,NaN,NaN,67.42951918822777,NaN,NaN,NaN
1286150400,0.06119,0.1301,0.01,0.0965,516466.692,NaN,0.06692625,NaN,0.044812000000000005,0.04893809296199611,79.00572818928872,72.55270455049136,NaN,NaN,NaN,NaN,NaN,NaN
